日付,時間,時間帯,カテゴリ,商品,数量,価格設定,商品番号（SKU）,適用済みカスタマイズ,総売上高,ディスカウント,純売上高,税金,注文ID,支払いID,デバイス名,メモ,レシート詳細,支払/払戻,店舗,ダイニングオプション,顧客ID,顧客名,顧客リファレンスID,単位,件数,GTIN,商品の種類,発送メモ,チャネル,トークン,カード種別,使用カード末尾4桁
2026/01/03,18:23:00,日本,ドリンク,テスト商品_SKU0025,-3,,SKU0025,,-2871,0,-2584,-287,OID000569,PID000569,iPad,返品,https://example.test/txn/569,払い戻し,TestShop,,,,,単価,-3,,通常,,POS,,VISA,1234
2026/01/03,18:30:00,日本,ドリンク,テスト商品_SKU0029,-2,,SKU0029,,-1760,0,-1584,-176,OID000570,PID000570,iPad,返品,https://example.test/txn/570,払い戻し,TestShop,,,,,単価,-2,,通常,,POS,,VISA,1234
2026/01/03,18:37:00,日本,ドリンク,テスト商品_SKU0026,2,,SKU0026,,786,0,707,79,OID000571,PID000571,iPad,,https://example.test/txn/571,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/03,18:44:00,日本,ドリンク,テスト商品_SKU0018,5,,SKU0018,,1760,0,1584,176,OID000572,PID000572,iPad,,https://example.test/txn/572,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/03,18:51:00,日本,ドリンク,未登録商品_SKU9033,2,,SKU9033,,1560,0,1404,156,OID000573,PID000573,iPad,,https://example.test/txn/573,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/03,18:58:00,日本,ドリンク,SKUなし商品,4,,,,1760,0,1584,176,OID000574,PID000574,iPad,,https://example.test/txn/574,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,19:05:00,日本,ドリンク,SKUなし商品,2,,,,1942,0,1748,194,OID000575,PID000575,iPad,,https://example.test/txn/575,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/03,19:12:00,日本,ドリンク,テスト商品_SKU0012,4,,SKU0012,,3452,0,3107,345,OID000576,PID000576,iPad,,https://example.test/txn/576,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,19:19:00,日本,ドリンク,テスト商品_SKU0014,4,,SKU0014,,3040,0,2736,304,OID000577,PID000577,iPad,,https://example.test/txn/577,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,19:26:00,日本,ドリンク,テスト商品_SKU0023,2,,SKU0023,,994,0,895,99,OID000578,PID000578,iPad,,https://example.test/txn/578,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/03,19:33:00,日本,ドリンク,テスト商品_SKU0025,1,,SKU0025,,973,0,876,97,OID000579,PID000579,iPad,,https://example.test/txn/579,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/03,19:40:00,日本,ドリンク,テスト商品_SKU0027,4,,SKU0027,,3108,0,2797,311,OID000580,PID000580,iPad,,https://example.test/txn/580,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,19:47:00,日本,ドリンク,テスト商品_SKU0016,4,,SKU0016,,1392,0,1253,139,OID000581,PID000581,iPad,,https://example.test/txn/581,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,19:54:00,日本,ドリンク,テスト商品_SKU0015,2,,SKU0015,,1940,0,1746,194,OID000582,PID000582,iPad,,https://example.test/txn/582,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/03,20:01:00,日本,ドリンク,テスト商品_SKU0002,-4,,SKU0002,,-2516,0,-2264,-252,OID000583,PID000583,iPad,返品,https://example.test/txn/583,払い戻し,TestShop,,,,,単価,-4,,通常,,POS,,VISA,1234
2026/01/03,20:08:00,日本,ドリンク,テスト商品_SKU0024,4,,SKU0024,,3468,0,3121,347,OID000584,PID000584,iPad,,https://example.test/txn/584,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,20:15:00,日本,ドリンク,テスト商品_SKU0005,3,,SKU0005,,2436,0,2192,244,OID000585,PID000585,iPad,,https://example.test/txn/585,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/03,20:22:00,日本,ドリンク,テスト商品_SKU0018,3,,SKU0018,,1032,0,929,103,OID000586,PID000586,iPad,,https://example.test/txn/586,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/03,20:29:00,日本,ドリンク,SKUなし商品,4,,,,2580,0,2322,258,OID000587,PID000587,iPad,,https://example.test/txn/587,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,20:36:00,日本,ドリンク,テスト商品_SKU0018,5,,SKU0018,,3355,0,3019,336,OID000588,PID000588,iPad,,https://example.test/txn/588,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/03,20:43:00,日本,ドリンク,テスト商品_SKU0008,3,,SKU0008,,2184,0,1966,218,OID000589,PID000589,iPad,,https://example.test/txn/589,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/03,20:50:00,日本,ドリンク,テスト商品_SKU0019,-4,,SKU0019,,-1672,0,-1505,-167,OID000590,PID000590,iPad,返品,https://example.test/txn/590,払い戻し,TestShop,,,,,単価,-4,,通常,,POS,,VISA,1234
2026/01/03,20:57:00,日本,ドリンク,テスト商品_SKU0007,-4,,SKU0007,,-3612,0,-3251,-361,OID000591,PID000591,iPad,返品,https://example.test/txn/591,払い戻し,TestShop,,,,,単価,-4,,通常,,POS,,VISA,1234
2026/01/03,21:04:00,日本,ドリンク,テスト商品_SKU0005,4,,SKU0005,,2920,0,2628,292,OID000592,PID000592,iPad,,https://example.test/txn/592,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,21:11:00,日本,ドリンク,テスト商品_SKU0006,2,,SKU0006,,1770,0,1593,177,OID000593,PID000593,iPad,,https://example.test/txn/593,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/03,21:18:00,日本,ドリンク,未登録商品_SKU9017,5,,SKU9017,,2535,0,2281,254,OID000594,PID000594,iPad,,https://example.test/txn/594,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/03,21:25:00,日本,ドリンク,テスト商品_SKU0002,-4,,SKU0002,,-1864,0,-1678,-186,OID000595,PID000595,iPad,返品,https://example.test/txn/595,払い戻し,TestShop,,,,,単価,-4,,通常,,POS,,VISA,1234
2026/01/03,21:32:00,日本,ドリンク,テスト商品_SKU0030,4,,SKU0030,,2208,0,1987,221,OID000596,PID000596,iPad,,https://example.test/txn/596,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,21:39:00,日本,ドリンク,SKUなし商品,3,,,,1404,0,1264,140,OID000597,PID000597,iPad,,https://example.test/txn/597,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/03,21:46:00,日本,ドリンク,テスト商品_SKU0002,1,,SKU0002,,854,0,769,85,OID000598,PID000598,iPad,,https://example.test/txn/598,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/03,21:53:00,日本,ドリンク,テスト商品_SKU0015,5,,SKU0015,,4135,0,3721,414,OID000599,PID000599,iPad,,https://example.test/txn/599,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/03,22:00:00,日本,ドリンク,テスト商品_SKU0018,4,,SKU0018,,2180,0,1962,218,OID000600,PID000600,iPad,,https://example.test/txn/600,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,22:07:00,日本,ドリンク,SKUなし商品,1,,,,969,0,872,97,OID000601,PID000601,iPad,,https://example.test/txn/601,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/03,22:14:00,日本,ドリンク,テスト商品_SKU0008,2,,SKU0008,,646,0,581,65,OID000602,PID000602,iPad,,https://example.test/txn/602,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/03,22:21:00,日本,ドリンク,テスト商品_SKU0030,3,,SKU0030,,1398,0,1258,140,OID000603,PID000603,iPad,,https://example.test/txn/603,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/03,22:28:00,日本,ドリンク,SKUなし商品,4,,,,3844,0,3460,384,OID000604,PID000604,iPad,,https://example.test/txn/604,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,22:35:00,日本,ドリンク,テスト商品_SKU0005,4,,SKU0005,,2428,0,2185,243,OID000605,PID000605,iPad,,https://example.test/txn/605,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,22:42:00,日本,ドリンク,テスト商品_abc123,3,,abc123,,1860,0,1674,186,OID000606,PID000606,iPad,,https://example.test/txn/606,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/03,22:49:00,日本,ドリンク,SKUなし商品,3,,,,2034,0,1831,203,OID000607,PID000607,iPad,,https://example.test/txn/607,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/03,22:56:00,日本,ドリンク,テスト商品_SKU0012,1,,SKU0012,,540,0,486,54,OID000608,PID000608,iPad,,https://example.test/txn/608,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/03,23:03:00,日本,ドリンク,テスト商品_SKU0017,2,,SKU0017,,1584,0,1426,158,OID000609,PID000609,iPad,,https://example.test/txn/609,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/03,23:10:00,日本,ドリンク,テスト商品_SKU0021,4,,SKU0021,,1700,0,1530,170,OID000610,PID000610,iPad,,https://example.test/txn/610,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/03,23:17:00,日本,ドリンク,テスト商品_SKU0025,3,,SKU0025,,984,0,886,98,OID000611,PID000611,iPad,,https://example.test/txn/611,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/03,23:24:00,日本,ドリンク,テスト商品_SKU0029,-2,,SKU0029,,-1654,0,-1489,-165,OID000612,PID000612,iPad,返品,https://example.test/txn/612,払い戻し,TestShop,,,,,単価,-2,,通常,,POS,,VISA,1234
2026/01/03,23:31:00,日本,ドリンク,テスト商品_SKU0008,-1,,SKU0008,,-440,0,-396,-44,OID000613,PID000613,iPad,返品,https://example.test/txn/613,払い戻し,TestShop,,,,,単価,-1,,通常,,POS,,VISA,1234
2026/01/03,23:38:00,日本,ドリンク,テスト商品_SKU0024,5,,SKU0024,,1630,0,1467,163,OID000614,PID000614,iPad,,https://example.test/txn/614,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/03,23:45:00,日本,ドリンク,テスト商品_SKU0021,5,,SKU0021,,1495,0,1345,150,OID000615,PID000615,iPad,,https://example.test/txn/615,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/03,23:52:00,日本,ドリンク,テスト商品_SKU0012,5,,SKU0012,,4510,0,4059,451,OID000616,PID000616,iPad,,https://example.test/txn/616,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/03,23:59:00,日本,ドリンク,テスト商品_SKU0021,3,,SKU0021,,1767,0,1590,177,OID000617,PID000617,iPad,,https://example.test/txn/617,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,00:06:00,日本,ドリンク,テスト商品_SKU0016,5,,SKU0016,,1420,0,1278,142,OID000618,PID000618,iPad,,https://example.test/txn/618,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,00:13:00,日本,ドリンク,テスト商品_SKU0004,1,,SKU0004,,965,0,869,96,OID000619,PID000619,iPad,,https://example.test/txn/619,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,00:20:00,日本,ドリンク,未登録商品_SKU9017,2,,SKU9017,,1436,0,1292,144,OID000620,PID000620,iPad,,https://example.test/txn/620,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,00:27:00,日本,ドリンク,テスト商品_SKU0024,4,,SKU0024,,3716,0,3344,372,OID000621,PID000621,iPad,,https://example.test/txn/621,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,00:34:00,日本,ドリンク,テスト商品_SKU0026,2,,SKU0026,,844,0,760,84,OID000622,PID000622,iPad,,https://example.test/txn/622,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,00:41:00,日本,ドリンク,テスト商品_SKU0008,3,,SKU0008,,1632,0,1469,163,OID000623,PID000623,iPad,,https://example.test/txn/623,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,00:48:00,日本,ドリンク,SKUなし商品,4,,,,3116,0,2804,312,OID000624,PID000624,iPad,,https://example.test/txn/624,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,00:55:00,日本,ドリンク,テスト商品_SKU0025,3,,SKU0025,,2568,0,2311,257,OID000625,PID000625,iPad,,https://example.test/txn/625,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,01:02:00,日本,ドリンク,テスト商品_SKU0011,5,,SKU0011,,3795,0,3415,380,OID000626,PID000626,iPad,,https://example.test/txn/626,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,01:09:00,日本,ドリンク,テスト商品_SKU0013,1,,SKU0013,,976,0,878,98,OID000627,PID000627,iPad,,https://example.test/txn/627,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,01:16:00,日本,ドリンク,未登録商品_SKU9032,1,,SKU9032,,333,0,300,33,OID000628,PID000628,iPad,,https://example.test/txn/628,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,01:23:00,日本,ドリンク,SKUなし商品,3,,,,1239,0,1115,124,OID000629,PID000629,iPad,,https://example.test/txn/629,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,01:30:00,日本,ドリンク,テスト商品_SKU0022,4,,SKU0022,,1280,0,1152,128,OID000630,PID000630,iPad,,https://example.test/txn/630,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,01:37:00,日本,ドリンク,テスト商品_SKU0012,3,,SKU0012,,1611,0,1450,161,OID000631,PID000631,iPad,,https://example.test/txn/631,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,01:44:00,日本,ドリンク,SKUなし商品,5,,,,4875,0,4387,488,OID000632,PID000632,iPad,,https://example.test/txn/632,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,01:51:00,日本,ドリンク,テスト商品_SKU0003,3,,SKU0003,,1779,0,1601,178,OID000633,PID000633,iPad,,https://example.test/txn/633,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,01:58:00,日本,ドリンク,テスト商品_SKU0004,3,,SKU0004,,1908,0,1717,191,OID000634,PID000634,iPad,,https://example.test/txn/634,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,02:05:00,日本,ドリンク,テスト商品_SKU0008,4,,SKU0008,,1388,0,1249,139,OID000635,PID000635,iPad,,https://example.test/txn/635,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,02:12:00,日本,ドリンク,テスト商品_SKU0015,1,,SKU0015,,874,0,787,87,OID000636,PID000636,iPad,,https://example.test/txn/636,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,02:19:00,日本,ドリンク,テスト商品_SKU0017,3,,SKU0017,,1230,0,1107,123,OID000637,PID000637,iPad,,https://example.test/txn/637,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,02:26:00,日本,ドリンク,テスト商品_SKU0028,-4,,SKU0028,,-1988,0,-1789,-199,OID000638,PID000638,iPad,返品,https://example.test/txn/638,払い戻し,TestShop,,,,,単価,-4,,通常,,POS,,VISA,1234
2026/01/04,02:33:00,日本,ドリンク,テスト商品_SKU0029,4,,SKU0029,,3868,0,3481,387,OID000639,PID000639,iPad,,https://example.test/txn/639,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,02:40:00,日本,ドリンク,テスト商品_SKU0020,5,,SKU0020,,4725,0,4253,472,OID000640,PID000640,iPad,,https://example.test/txn/640,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,02:47:00,日本,ドリンク,SKUなし商品,2,,,,1942,0,1748,194,OID000641,PID000641,iPad,,https://example.test/txn/641,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,02:54:00,日本,ドリンク,未登録商品_SKU9024,3,,SKU9024,,975,0,877,98,OID000642,PID000642,iPad,,https://example.test/txn/642,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,03:01:00,日本,ドリンク,SKUなし商品,4,,,,2092,0,1883,209,OID000643,PID000643,iPad,,https://example.test/txn/643,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,03:08:00,日本,ドリンク,テスト商品_SKU0028,4,,SKU0028,,2844,0,2560,284,OID000644,PID000644,iPad,,https://example.test/txn/644,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,03:15:00,日本,ドリンク,テスト商品_SKU0017,3,,SKU0017,,1992,0,1793,199,OID000645,PID000645,iPad,,https://example.test/txn/645,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,03:22:00,日本,ドリンク,テスト商品_SKU0024,2,,SKU0024,,1466,0,1319,147,OID000646,PID000646,iPad,,https://example.test/txn/646,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,03:29:00,日本,ドリンク,テスト商品_SKU0016,3,,SKU0016,,1284,0,1156,128,OID000647,PID000647,iPad,,https://example.test/txn/647,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,03:36:00,日本,ドリンク,テスト商品_SKU0018,2,,SKU0018,,1146,0,1031,115,OID000648,PID000648,iPad,,https://example.test/txn/648,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,03:43:00,日本,ドリンク,テスト商品_SKU0013,2,,SKU0013,,1742,0,1568,174,OID000649,PID000649,iPad,,https://example.test/txn/649,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,03:50:00,日本,ドリンク,テスト商品_SKU0006,3,,SKU0006,,1260,0,1134,126,OID000650,PID000650,iPad,,https://example.test/txn/650,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,03:57:00,日本,ドリンク,テスト商品_SKU0023,3,,SKU0023,,2295,0,2065,230,OID000651,PID000651,iPad,,https://example.test/txn/651,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,04:04:00,日本,ドリンク,テスト商品_SKU0010,3,,SKU0010,,2460,0,2214,246,OID000652,PID000652,iPad,,https://example.test/txn/652,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,04:11:00,日本,ドリンク,テスト商品_SKU0011,-4,,SKU0011,,-1668,0,-1501,-167,OID000653,PID000653,iPad,返品,https://example.test/txn/653,払い戻し,TestShop,,,,,単価,-4,,通常,,POS,,VISA,1234
2026/01/04,04:18:00,日本,ドリンク,テスト商品_SKU0027,3,,SKU0027,,1269,0,1142,127,OID000654,PID000654,iPad,,https://example.test/txn/654,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,04:25:00,日本,ドリンク,テスト商品_SKU0006,5,,SKU0006,,2985,0,2687,298,OID000655,PID000655,iPad,,https://example.test/txn/655,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,04:32:00,日本,ドリンク,テスト商品_SKU0008,1,,SKU0008,,596,0,536,60,OID000656,PID000656,iPad,,https://example.test/txn/656,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,04:39:00,日本,ドリンク,テスト商品_SKU0007,2,,SKU0007,,1868,0,1681,187,OID000657,PID000657,iPad,,https://example.test/txn/657,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,04:46:00,日本,ドリンク,テスト商品_SKU0023,2,,SKU0023,,1910,0,1719,191,OID000658,PID000658,iPad,,https://example.test/txn/658,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,04:53:00,日本,ドリンク,テスト商品_SKU0006,1,,SKU0006,,546,0,491,55,OID000659,PID000659,iPad,,https://example.test/txn/659,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,05:00:00,日本,ドリンク,テスト商品_SKU0019,1,,SKU0019,,964,0,868,96,OID000660,PID000660,iPad,,https://example.test/txn/660,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,05:07:00,日本,ドリンク,未登録商品_SKU9033,3,,SKU9033,,969,0,872,97,OID000661,PID000661,iPad,,https://example.test/txn/661,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,05:14:00,日本,ドリンク,SKUなし商品,1,,,,883,0,795,88,OID000662,PID000662,iPad,,https://example.test/txn/662,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,05:21:00,日本,ドリンク,テスト商品_SKU0028,1,,SKU0028,,436,0,392,44,OID000663,PID000663,iPad,,https://example.test/txn/663,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,05:28:00,日本,ドリンク,テスト商品_SKU0007,1,,SKU0007,,721,0,649,72,OID000664,PID000664,iPad,,https://example.test/txn/664,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,05:35:00,日本,ドリンク,テスト商品_SKU0021,1,,SKU0021,,440,0,396,44,OID000665,PID000665,iPad,,https://example.test/txn/665,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,05:42:00,日本,ドリンク,テスト商品_SKU0002,4,,SKU0002,,1420,0,1278,142,OID000666,PID000666,iPad,,https://example.test/txn/666,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,05:49:00,日本,ドリンク,未登録商品_SKU9001,5,,SKU9001,,1860,0,1674,186,OID000667,PID000667,iPad,,https://example.test/txn/667,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,05:56:00,日本,ドリンク,テスト商品_SKU0021,1,,SKU0021,,926,0,833,93,OID000668,PID000668,iPad,,https://example.test/txn/668,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,06:03:00,日本,ドリンク,未登録商品_SKU9004,5,,SKU9004,,3065,0,2759,306,OID000669,PID000669,iPad,,https://example.test/txn/669,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,06:10:00,日本,ドリンク,SKUなし商品,4,,,,1132,0,1019,113,OID000670,PID000670,iPad,,https://example.test/txn/670,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,06:17:00,日本,ドリンク,テスト商品_SKU0008,2,,SKU0008,,634,0,571,63,OID000671,PID000671,iPad,,https://example.test/txn/671,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,06:24:00,日本,ドリンク,テスト商品_SKU0018,3,,SKU0018,,1533,0,1380,153,OID000672,PID000672,iPad,,https://example.test/txn/672,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,06:31:00,日本,ドリンク,テスト商品_abc123,-3,,abc123,,-1860,0,-1674,-186,OID000673,PID000673,iPad,返品,https://example.test/txn/673,払い戻し,TestShop,,,,,単価,-3,,通常,,POS,,VISA,1234
2026/01/04,06:38:00,日本,ドリンク,テスト商品_SKU0020,2,,SKU0020,,1130,0,1017,113,OID000674,PID000674,iPad,,https://example.test/txn/674,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,06:45:00,日本,ドリンク,SKUなし商品,5,,,,2645,0,2381,264,OID000675,PID000675,iPad,,https://example.test/txn/675,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,06:52:00,日本,ドリンク,テスト商品_SKU0017,1,,SKU0017,,290,0,261,29,OID000676,PID000676,iPad,,https://example.test/txn/676,取引,TestShop,,,,,単価,1,,通常,,POS,,VISA,1234
2026/01/04,06:59:00,日本,ドリンク,テスト商品_SKU0016,3,,SKU0016,,2439,0,2195,244,OID000677,PID000677,iPad,,https://example.test/txn/677,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,07:06:00,日本,ドリンク,テスト商品_SKU0007,5,,SKU0007,,2245,0,2021,224,OID000678,PID000678,iPad,,https://example.test/txn/678,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,07:13:00,日本,ドリンク,テスト商品_SKU0021,2,,SKU0021,,1542,0,1388,154,OID000679,PID000679,iPad,,https://example.test/txn/679,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,07:20:00,日本,ドリンク,テスト商品_SKU0029,5,,SKU0029,,1460,0,1314,146,OID000680,PID000680,iPad,,https://example.test/txn/680,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
2026/01/04,07:27:00,日本,ドリンク,テスト商品_SKU0015,3,,SKU0015,,2274,0,2047,227,OID000681,PID000681,iPad,,https://example.test/txn/681,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,07:34:00,日本,ドリンク,テスト商品_SKU0003,4,,SKU0003,,2916,0,2624,292,OID000682,PID000682,iPad,,https://example.test/txn/682,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,07:41:00,日本,ドリンク,テスト商品_SKU0021,3,,SKU0021,,1236,0,1112,124,OID000683,PID000683,iPad,,https://example.test/txn/683,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,07:48:00,日本,ドリンク,テスト商品_SKU0003,2,,SKU0003,,828,0,745,83,OID000684,PID000684,iPad,,https://example.test/txn/684,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,07:55:00,日本,ドリンク,未登録商品_SKU9031,2,,SKU9031,,1772,0,1595,177,OID000685,PID000685,iPad,,https://example.test/txn/685,取引,TestShop,,,,,単価,2,,通常,,POS,,VISA,1234
2026/01/04,08:02:00,日本,ドリンク,テスト商品_SKU0008,3,,SKU0008,,1464,0,1318,146,OID000686,PID000686,iPad,,https://example.test/txn/686,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,08:09:00,日本,ドリンク,テスト商品_SKU0015,3,,SKU0015,,2706,0,2435,271,OID000687,PID000687,iPad,,https://example.test/txn/687,取引,TestShop,,,,,単価,3,,通常,,POS,,VISA,1234
2026/01/04,08:16:00,日本,ドリンク,テスト商品_SKU0030,-4,,SKU0030,,-2368,0,-2131,-237,OID000688,PID000688,iPad,返品,https://example.test/txn/688,払い戻し,TestShop,,,,,単価,-4,,通常,,POS,,VISA,1234
2026/01/04,08:23:00,日本,ドリンク,テスト商品_SKU0027,4,,SKU0027,,1212,0,1091,121,OID000689,PID000689,iPad,,https://example.test/txn/689,取引,TestShop,,,,,単価,4,,通常,,POS,,VISA,1234
2026/01/04,08:30:00,日本,ドリンク,テスト商品_SKU0011,5,,SKU0011,,4715,0,4243,472,OID000690,PID000690,iPad,,https://example.test/txn/690,取引,TestShop,,,,,単価,5,,通常,,POS,,VISA,1234
